"hub","site","species","sex","bandNumber","bandCombo","encounterType","date","yearDate","bandYear"
"DC","LLANMATMD1","CARW","F","2341-30146","Y,O/A","band",2008-07-23,2008,2008
"DC","LLANMATMD1","AMRO","M","1232-87939","-,A","band",2008-07-23,2008,2008
"DC","LLANMATMD1","AMRO","F","1232-87940","W,A/BK","band",2008-07-23,2008,2008
"DC","LLANMATMD1","CACH","U","2540-63047","O/R,A","band",2008-07-23,2008,2008
"DC","LLEISUEDC1","NOCA","M","791-17069","O/A,P","band",2001-05-29,2001,2001
"DC","LLEISUEDC1","NOCA","M","791-17069","O/A,P","recap",2002-07-25,2002,2001
"DC","LLEISUEDC1","GRCA","M","791-17070","A/W,P","band",2001-05-29,2001,2001
"DC","LLEISUEDC1","GRCA","M","791-17070","A/W,P","recap",2003-05-20,2003,2001
"DC","LLEISUEDC1","GRCA","M","791-17070","A/W,P","resight-technician",2004-06-23,2004,2001
"DC","LORAJORMD1","HOWR","M","2250-24049","Y/W,A","band",2001-06-09,2001,2001
"DC","LORAJORMD1","CACH","M","2250-24050","R/P,A","band",2001-06-09,2001,2001
"DC","LORAJORMD1","GRCA","M","8001-21482","R/P,A","band",2002-07-06,2002,2002
"DC","LORAJORMD1","CARW","U","1811-58504","P/BU,A","band",2002-07-06,2002,2002
"DC","LORAJORMD1","SOSP","M","1811-58505","G,R/A","band",2002-07-06,2002,2002
"DC","LORAJORMD1","GRCA","M","8001-21481","O/A,G","band",2002-07-06,2002,2002
"DC","LORAJORMD1","GRCA","M","8001-21481","O/A,G","resight-technician",2003-06-13,2003,2002
"DC","LORAJORMD1","GRCA","F","1801-77665","Y/A,P","band",2003-06-13,2003,2003
"DC","LORAJORMD1","GRCA","F","1801-77666","A/W,BU","band",2003-06-13,2003,2003
"DC","LORAJORMD1","SOSP","M","1811-58697","BK,Y/A","band",2003-06-13,2003,2003
"DC","LORAJORMD1","SOSP","M","1811-58697","BK,Y/A","resight-technician",2004-05-04,2004,2003
"DC","LORAJORMD1","SOSP","M","4501-87428","A,W/BU","band",2004-05-04,2004,2004
"DC","LORAJORMD1","GRCA","M","1951-41273","A,O/Y","band",2005-05-30,2005,2005
"DC","LORAJORMD1","AMRO","F","962-47723","A,G/P","band",2005-05-30,2005,2005
"DC","LORAJORMD1","NOCA","M","1991-46111","A,Y/BK","band",2007-05-10,2007,2007
"DC","LORAJORMD1","GRCA","M","1991-46112","A,R/R","band",2007-05-10,2007,2007
"DC","LORAJORMD1","GRCA","M","2301-56848","BU/A,W/Y","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","F","2301-56849","BU/A,BU","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","M","2301-56850","-,A","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","M","2301-56851","A,-","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","F","2301-56852","A,Y","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","M","2301-56853","A,R","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","F","2301-56854","A,G","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","M","2301-56855","A,O","band",2008-06-28,2008,2008
"DC","LORAJORMD1","HOWR","U","2540-63032","P/BU,A","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","F","2301-56856","A,BU","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","U","2301-56857","Y,A","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","F","2301-56858","R,A","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","U","2301-56859","G,A","band",2008-06-28,2008,2008
"DC","LORAJORMD1","CACH","U","2540-63033","G,A/R","band",2008-06-28,2008,2008
"DC","LORAJORMD1","CACH","U","2540-63034","A/G,BU","band",2008-06-28,2008,2008
"DC","LORAJORMD1","NOCA","M","2301-56860","-,A/R","band",2008-06-28,2008,2008
"DC","LORAJORMD1","NOCA","M","2301-56861","-,A/Y","band",2008-06-28,2008,2008
"DC","LORAJORMD1","GRCA","U","2411-37732","A/PK,P","band",2009-06-15,2009,2009
"DC","LORAJORMD1","CARW","F","2441-15018","Y/R,A","band",2009-06-15,2009,2009
"DC","LORAJORMD1","AMRO","U","1202-99082","Y,A/Y","band",2009-06-15,2009,2009
"DC","LORAJORMD1","SOSP","F","2411-15019","PK/A,BU","band",2009-06-15,2009,2009
"DC","LUCAJILMD1","CARW","U","2341-30013","BK,A/BU","band",2008-07-01,2008,2008
"DC","LUCAJILMD1","NOCA","M","2301-56064","W/O,A","band",2008-07-01,2008,2008
"DC","LUCAJILMD1","GRCA","M","2411-37283","A,P/P","band",2009-06-19,2009,2009
"DC","LUCAJILMD1","CACH","M","2590-82551","BK,BU/A","band",2009-06-19,2009,2009
"DC","LUCAJILMD1","HOWR","M","2590-82552","A,O/BU","band",2009-06-19,2009,2009
"DC","LUCAJILMD1","SOSP","F","2441-14027","P/PK,A","band",2009-06-19,2009,2009
"DC","LUCAJILMD1","NOCA","F","2411-37284","P,A/BK","band",2009-06-19,2009,2009
"DC","LUCAJILMD1","SOSP","M","2251-80357","PK,A/PK","band",2010-06-29,2010,2010
"DC","LUCAJILMD1","AMRO","M","1272-43051","Y,A/BK","band",2010-06-29,2010,2010
"DC","LUCAJILMD1","CACH","U","2510-03856","A/Y,P","band",2010-06-29,2010,2010
"DC","LUCAJILMD1","CACH","U","2510-03855","W/A,R","band",2010-06-29,2010,2010
"DC","LUCAJILMD1","SOSP","M","2251-80358","Y,O/A","band",2010-06-29,2010,2010
"DC","LUCAJILMD1","SOSP","M","2441-96463","G/BU,A","band",2012-06-05,2012,2012
"DC","LUCAJILMD1","SOSP","M","2441-96464","BU,A/W","band",2012-06-05,2012,2012
"DC","LUCAJILMD1","CARW","F","2441-96465","Y,O/A","band",2012-06-05,2012,2012
"DC","LUCAJILMD1","SOSP","M","2441-96341","BK,O/A","band",2013-05-16,2013,2013
"DC","LUCAJILMD1","NOCA","F","2641-63908","O,O/A","band",2013-05-16,2013,2013
"DC","LUCAJILMD1","GRCA","M","2641-63909","G/G,A","band",2013-05-16,2013,2013
"DC","LUCAJILMD1","GRCA","M","2641-63909","G/G,A","resight-technician",2014-07-01,2014,2013
"DC","LUCAJILMD1","AMRO","M","1232-94731","R,O/A","band",2014-07-01,2014,2014
"DC","LUCAJILMD1","SOSP","F","2571-70355","A,G/W","band",2014-07-01,2014,2014
"DC","LUCAJILMD1","CARW","U","2571-70356","R/AW","band",2014-07-01,2014,2014
"DC","LUCAJILMD1","SOSP","M","2571-70357","A/R,R","band",2014-07-01,2014,2014
"DC","LUCAJILMD1","GRCA","F","2531-90271","O/A,W/BU","band",2014-07-01,2014,2014
"DC","LUCAJILMD1","GRCA","U","2531-74546","BU,PK/A","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","CACH","U","2730-26434","BK,A/G","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","CACH","U","2730-26435","A,Y/R","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","CACH","F","2730-26436","BK,A/P","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","CARW","F","2661-31596","A,G/G","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","CARW","F","2661-31595","BU/A,Y","band",2015-07-11,2015,2015
"DC","LUCAJILMD1","AMRO","M","742-29485","P,A/R","band",2013-05-16,2013,2013
"DC","LUCIDANMD1","CARW","M","1141-05705","A,W/BK","band",2000-04-30,2000,2000
"DC","LUCIDANMD1","CACH","M","1920-85882","A/G,P","band",2000-04-30,2000,2000
"DC","LUCIDANMD1","NOCA","F","1751-51955","BU/Y,A","band",2001-05-14,2001,2001
"DC","LUCIDANMD1","NOCA","M","1751-51954","BK/BK,A","band",2001-05-14,2001,2001
"DC","LUCIDANMD1","NOCA","M","1751-51954","BK/BK,A","resight-technician",2002-06-21,2002,2001
"DC","LUCIDANMD1","CARW","M","8001-21476","A/BU,G","band",2002-06-22,2002,2002
"DC","LUCIDANMD1","NOCA","M","8001-21475","R/AR","band",2002-06-22,2002,2002
"DC","LUCIDANMD1","NOCA","M","8001-21475","R/AR","resight-technician",2003-05-21,2003,2002
"DC","LUCIDANMD1","NOCA","M","8001-21475","R/AR","resight-technician",2004-05-13,2004,2002
"DC","LUCIDANMD1","NOCA","M","8001-21475","R/AR","resight-technician",2005-04-25,2005,2002
"DC","LUCIDANMD1","CACH","F","2250-24985","BU/A,R","band",2003-06-02,2003,2003
"DC","LUCIDANMD1","CARW","M","4501-87462","A/Y,BK","band",2004-05-13,2004,2004
"DC","LUCIDANMD1","CARW","F","4501-87461","A/R,O","band",2004-05-13,2004,2004
"DC","LUCIDANMD1","CARW","F","4501-87461","A/R,O","resight-technician",2005-04-25,2005,2004
"DC","LUCIDANMD1","CARW","F","1961-24094","G,G/A","band",2005-04-25,2005,2005
"DC","LUCIDANMD1","NOCA","M","1991-46134","A/W,BU","band",2007-06-13,2007,2007
"DC","LUCIDANMD1","NOCA","M","1991-46134","A/W,BU","resight-technician",2010-06-02,2010,2007
"DC","LUCIDANMD1","CACH","F","2590-82203","PK,A/BU","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","NOCA","M","2411-37106","PK,A/BU","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","HOWR","M","2590-82204","PK/A,PK","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","GRCA","F","2411-37107","BK,PK/A","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","CARW","M","2441-13702","W,BU/A","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","CACH","M","2590-82202","A/PK,Y","band",2009-06-01,2009,2009
"DC","LUCIDANMD1","CACH","M","2590-82202","A/PK,Y","resight-technician",2010-06-02,2010,2009
"DC","LYCEEROMD1","CARW","U","2571-90177","A,Y/O","band",2014-05-05,2014,2014
"DC","LYCEEROMD1","NOCA","M","2421-11917","A,G/PK","band",2014-05-05,2014,2014
"DC","LYCEEROMD1","GRCA","U","2421-11918","A/Y,P","band",2014-05-05,2014,2014
"DC","LYCEEROMD1","GRCA","U","2421-11919","A,R/P","band",2014-05-05,2014,2014
"DC","LYCEEROMD1","NOCA","M","2421-11921","A,Y/O","band",2014-05-07,2014,2014
"DC","LYCEEROMD1","GRCA","U","2641-96888","Y,A/G","band",2015-05-04,2015,2015
"DC","LYCEEROMD1","NOCA","F","2641-96887","PK,A/BK","band",2015-05-04,2015,2015
"DC","LYCEEROMD1","GRCA","U","2641-96886","A/W,O","band",2015-05-04,2015,2015
"DC","LYCEEROMD1","NOCA","F","2641-96885","Y/A,G","band",2015-05-04,2015,2015
"DC","LYCEEROMD1","GRCA","U","2641-96882","P,A/R","band",2015-05-06,2015,2015
"DC","LYCEEROMD1","GRCA","U","2641-96881","W,A/W","band",2015-05-06,2015,2015
"DC","LYCEEROMD1","NOCA","M","2641-96880","P/PK,A","band",2015-05-06,2015,2015
"DC","LYONLYNVA1","NOCA","F","2301-56063","P,A/W","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","SOSP","M","2341-30012","R/AY","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","HOWR","M","2540-62918","G,A/BK","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","SOSP","M","2341-30010","R/AP","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","SOSP","M","2341-30010","R/AP","recap",2009-06-23,2009,2008
"DC","LYONLYNVA1","NOCA","M","2301-56062","W/A,BU","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","NOCA","M","2301-56062","W/A,BU","resight-technician",2010-05-27,2010,2008
"DC","LYONLYNVA1","CARW","F","2341-30011","A,BU/R","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","CARW","F","2341-30011","A,BU/R","resight-participant",2009-04-15,2009,2008
"DC","LYONLYNVA1","CACH","F","2540-62917","A/P,BU","band",2008-06-30,2008,2008
"DC","LYONLYNVA1","CACH","U","2590-82555","A/R,W","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","CACH","U","2590-82556","R/P,A","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","CACH","M","2590-82557","BK/A,O","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","AMRO","F","1292-64224","A/R,Y","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","SOSP","M","2441-14031","PK,A/W","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","CACH","F","2590-82558","A,BK/BK","band",2009-06-23,2009,2009
"DC","LYONLYNVA1","AMRO","F","1292-64246","A,-","band",2010-05-27,2010,2010
"DC","LYONLYNVA1","SOSP","U","2441-14062","BU/BU,A","band",2010-05-27,2010,2010
"DC","LYONLYNVA1","SOSP","M","2441-14063","P,A/BK","band",2010-05-27,2010,2010
"DC","LYONLYNVA1","CACH","U","2590-82469","W,G/A","band",2010-05-27,2010,2010
"DC","LYONLYNVA1","SOSP","M","2411-14064","Y/A,O","band",2010-05-27,2010,2010
"DC","LYONLYNVA1","HOWR","M","2590-83045","R/AP","band",2012-05-30,2012,2012
"DC","LYONLYNVA1","SOSP","M","2441-96459","G/A,R","band",2012-05-30,2012,2012
"DC","LYONLYNVA1","CACH","F","2590-83044","G/A,O","band",2012-05-30,2012,2012
"DC","LYONLYNVA1","HOWR","M","2590-83043","A/BU,O","band",2012-05-30,2012,2012
"DC","LYONLYNVA1","CACH","U","2590-83042","G/A,P","band",2012-05-30,2012,2012
"DC","LYONLYNVA1","AMRO","F","1272-42425","A,R/G","band",2013-07-12,2013,2013
"DC","LYONLYNVA1","HOWR","M","2730-24765","A,R/Y","band",2014-06-27,2014,2014
"DC","MAGNDAVMD1","HOWR","M","2250-90452","BU,A/W","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","NOCA","M","8001-21464","A/R,P","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","CARW","U","1721-48571","A,BK/BU","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","CARW","U","1721-48572","R,A/O","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","CACH","U","2250-90453","BK/BU,A","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","CACH","U","2250-90454","A/G,P","band",2002-06-13,2002,2002
"DC","MAGNDAVMD1","CACH","M","2250-24975","P,A/R","band",2003-05-12,2003,2003
"DC","MAGNDAVMD1","CARW","M","1811-58688","Y/P,A","band",2003-05-12,2003,2003
"DC","MAGNDAVMD1","CARW","F","4501-87465","A/Y,Y","band",2004-06-07,2004,2004
"DC","MAGNDAVMD1","NOCA","M","1891-87385","R,A/BU","band",2004-06-07,2004,2004
"DC","MAGNDAVMD1","NOCA","M","1891-87386","BK/A,O","band",2004-06-07,2004,2004
"DC","MAGNDAVMD1","NOCA","F","1951-41279","A,P/W","band",2005-06-02,2005,2005
"DC","MAGRPARMD1","GRCA","U","2531-90218","BU/R,A","band",2012-07-18,2012,2012
"DC","MAGRPARMD1","AMRO","M","1232-94705","A,BU/BU","band",2012-07-18,2012,2012
"DC","MAGRPARMD1","AMRO","U","1232-94706","A,W/W","band",2012-07-18,2012,2012
"DC","MAGRPARMD1","AMRO","U","742-29493","BK/A,BK","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","742-29494","A,PK/PK","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","742-29495","R,W/A","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","GRCA","M","2641-63935","A,O/G","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","CARW","M","2441-96357","O,A/W","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37373","W,A/PK","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37374","A,BU/G","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","742-29500","W/A,O","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","M","1352-46501","O,BK/A","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","1352-46502","BU/A,BU","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","1352-46503","BU,PK/A","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37375","A,BU/O","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37376","PK/A,G","band",2013-06-28,2013,2013
"DC","MAGRPARMD1","AMRO","U","1352-46508","A,W/PK","band",2013-07-26,2013,2013
"DC","MAGRPARMD1","AMRO","U","1352-46509","A/Y,O","band",2013-07-26,2013,2013
"DC","MAGRPARMD1","NOCA","F","2641-63956","A,BK/G","band",2013-07-26,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37397","A/R,W","band",2013-07-26,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37398","A/G,O","band",2013-07-26,2013,2013
"DC","MAGRPARMD1","CACH","F","2610-37399","R,BU/A","band",2013-07-26,2013,2013
"DC","MAHOJIMMD1","HOWR","M","1920-85923","W,A/O","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","TUTI","M","1141-05731","W,A/O","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","NOCA","M","791-17749","P,W/A","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","TUTI","F","1141-05730","R/AY","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","TUTI","F","1141-05732","A,BU/P","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","HOWR","M","1920-85924","A,BU/P","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","HOWR","M","1920-85924","A,BU/P","recap",2001-05-24,2001,2000
"DC","MAHOJIMMD1","CACH","F","1920-85926","W/A,R","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","CACH","F","1920-85926","W/A,R","resight-technician",2001-06-04,2001,2000
"DC","MAHOJIMMD1","HOWR","F","1920-85922","R/AY","band",2000-06-16,2000,2000
"DC","MAHOJIMMD1","HOWR","F","1920-85922","R/AY","resight-participant",2001-06-04,2001,2000
"DC","MAHOJIMMD1","HOWR","F","1920-85922","R/AY","resight-technician",2002-06-26,2002,2000
"DC","MAHOJIMMD1","NOCA","M","791-17060","BK,P/A","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","NOCA","M","791-17061","BU/BU,A","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","NOCA","M","791-17062","A,R/Y","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","NOCA","M","791-17063","A/O,P","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","CACH","F","2250-24234","G,A/BK","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","NOCA","F","791-17064","W/A,W","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","CARW","M","1141-05605","W/A,O","band",2001-05-24,2001,2001
"DC","MAHOJIMMD1","CARW","M","1141-05605","W/A,O","resight-technician",2002-06-26,2002,2001
"DC","MAHOJIMMD1","NOCA","M","8001-21478","A,R/W","band",2002-06-26,2002,2002
"DC","MAHOJIMMD1","HOWR","M","2250-90463","BK,P/A","band",2002-06-26,2002,2002
"DC","MAHOJIMMD1","CARW","U","1811-58771","G/Y,A","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09604","A,O/BK","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09607","BU,BU/A","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09608","BK,A/W","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","M","1801-09609","A,BU/Y","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09610","BU/A,R","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09611","Y,A/R","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09613","P,A/BU","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","AMRO","U","1152-87445","R,G/A","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","GRCA","U","1801-09606","Y,O/A","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24667","A/P,G","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","M","1801-09612","P,A/BU","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","M","1801-09615","W,A/R","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","U","1801-09616","A/Y,W","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","CARW","U","1811-58774","P/R,A","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","GRCA","M","1801-09619","BU/A,BU","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24668","A/BK,BU","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24668","A/BK,BU","resight-technician",2003-05-24,2003,2002
"DC","MAHOJIMMD1","NOCA","M","1801-09614","A/R,BK","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","NOCA","M","1801-09614","A/R,BK","resight-technician",2003-05-24,2003,2002
"DC","MAHOJIMMD1","CACH","U","2250-24669","BK,A/R","band",2002-08-16,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24669","BK,A/R","recap",2003-05-07,2003,2002
"DC","MAHOJIMMD1","NOCA","M","8001-21374","A,W/O","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","M","8001-21376","W/A,P","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","F","8001-21379","A/P,BU","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","F","8001-21375","A,R/G","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","M","8001-21378","BU,W/A","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","U","8001-21380","Y/A,BK","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","M","8001-21382","R/ABU","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","SOSP","U","1861-38836","A/P,G","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","M","8001-21381","BK/G,A","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","F","8001-21383","O,A/P","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","NOCA","F","8001-21384","A,W/Y","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24697","A,G/R","band",2002-10-17,2002,2002
"DC","MAHOJIMMD1","CACH","U","2250-24697","A,G/R","resight-technician",2003-05-07,2003,2002
"DC","MAHOJIMMD1","NOCA","M","1801-77802","BK,A/P","band",2003-07-05,2003,2003
"DC","MAHOJIMMD1","GRCA","F","1801-77849","A,R/O","band",2004-05-22,2004,2004
"DC","MAHOJIMMD1","GRCA","M","1801-77850","Y,BU/A","band",2004-05-22,2004,2004
"DC","MAHOJIMMD1","NOCA","M","1801-77851","Y,A/W","band",2004-05-22,2004,2004
"DC","MAHOJIMMD1","NOCA","F","1951-20904","W/A,O","band",2004-07-14,2004,2004
"DC","MAHOJIMMD1","NOCA","M","1951-20905","BK,P/A","band",2004-07-14,2004,2004
"DC","MAHOJIMMD1","NOCA","M","1951-20903","O,P/A","band",2004-07-14,2004,2004
"DC","MAHOJIMMD1","NOCA","M","1951-20903","O,P/A","resight-technician",2005-05-04,2005,2004
"DC","MAHOJIMMD1","NOCA","F","1951-20902","A/Y,R","band",2004-07-14,2004,2004
"DC","MAHOJIMMD1","CARW","M","2241-17702","BU/A,G","band",2005-05-04,2005,2005
"DC","MAHOJIMMD1","NOCA","M","1951-40941","BK,BK/A","band",2005-05-04,2005,2005
"DC","MAHOJIMMD1","CACH","U","2460-22905","O/G,A","band",2007-06-09,2007,2007
"DC","MAHOJIMMD1","CACH","U","2540-62821","A,R/P","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CACH","U","2540-62822","R/AO","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CACH","F","2540-62823","P/A,Y","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CACH","U","2540-62824","Y/A,Y","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","NOCA","F","2301-56616","O/A,G","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CARW","F","2281-69473","P/BK,A","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CARW","F","2281-69474","A,G/BK","band",2008-06-16,2008,2008
"DC","MAHOJIMMD1","CARW","M","2441-14109","R/BK,A","band",2009-06-01,2009,2009
"DC","MAHOJIMMD1","GRCA","M","2411-37310","PK,A/BK","band",2009-06-01,2009,2009
"DC","MAHOJIMMD1","CARW","M","2441-14110","R/G,A","band",2009-06-01,2009,2009
"DC","MAHOJIMMD1","NOCA","F","2411-37312","A,BU/P","band",2009-06-01,2009,2009
"DC","MAHOJIMMD1","NOCA","M","2411-37311","P/PK,A","band",2009-06-01,2009,2009
"DC","MAHOJIMMD1","NOCA","M","2411-37311","P/PK,A","resight-technician",2010-07-12,2010,2009
"DC","MAHOJIMMD1","NOCA","M","2421-11669","G/BK,A","band",2010-07-12,2010,2010
"DC","MAHOJIMMD1","NOCA","M","2421-11670","BK/G,A","band",2010-07-12,2010,2010
"DC","MAHOJIMMD1","NOCA","F","791-17296","P/R,A","band",2012-06-23,2012,2012
"DC","MAHOJIMMD1","CACH","U","2690-08447","R/AR","band",2012-06-23,2012,2012
"DC","MAHOJIMMD1","CACH","U","2690-08448","P/BK,A","band",2012-06-23,2012,2012
"DC","MAHOJIMMD1","CACH","U","2690-08449","A,R/BK","band",2012-06-23,2012,2012
"DC","MAHOJIMMD1","CACH","U","2690-08450","G/R,A","band",2012-06-23,2012,2012
"DC","MAHOJIMMD1","NOCA","M","2641-63676","W,BU/A","band",2013-07-11,2013,2013
"DC","MAHOJIMMD1","CARW","U","2441-96554","A/Y,BU","band",2013-07-11,2013,2013
"DC","MAHOJIMMD1","CARW","U","2441-96555","A/O,W","band",2013-07-11,2013,2013
"DC","MAHOJIMMD1","CARW","U","2441-96556","A,P/P","band",2013-07-11,2013,2013
"DC","MAHOJIMMD1","NOCA","F","2641-63996","PK/P,A","band",2014-07-02,2014,2014
"DC","MAHOJIMMD1","CARW","F","2441-96386","O/Y,A","band",2014-07-02,2014,2014
"DC","MAHOJIMMD1","NOCA","U","2641-63997","A,O/BU","band",2014-07-02,2014,2014
"DC","MALLBARMD1","CACH","F","2250-24411","BK,Y/A","band",2001-06-19,2001,2001
"DC","MALLBARMD1","CARW","M","1141-05440","O/Y,A","band",2001-06-19,2001,2001
"DC","MALLBARMD1","CARW","M","1141-05440","O/Y,A","resight-technician",2002-04-19,2002,2001
"DC","MANNJANDC1","HOFI","F","1141-05719","R,O/A","band",2000-06-14,2000,2000
